,party,votes,eligible_count,blank,invalid,total_valid,total_casted,time_stamp,address,names,refs,links,year
3,SF - Socialistisk Folkeparti,80,944,5,1,844,850,2011-09-16 15:56:03,"Grauballe Forsamlingshus                    Nissetvej 9, Grauballe                    8600 Silkeborg",Grauballe,F905740005.htm,https://www.kmdvalg.dk/fv/2011/F905740005.htm,2011
4,Liberal Alliance,61,944,5,1,844,850,2011-09-16 15:56:03,"Grauballe Forsamlingshus                    Nissetvej 9, Grauballe                    8600 Silkeborg",Grauballe,F905740005.htm,https://www.kmdvalg.dk/fv/2011/F905740005.htm,2011
5,Kristendemokraterne,17,944,5,1,844,850,2011-09-16 15:56:03,"Grauballe Forsamlingshus                    Nissetvej 9, Grauballe                    8600 Silkeborg",Grauballe,F905740005.htm,https://www.kmdvalg.dk/fv/2011/F905740005.htm,2011
6,Dansk Folkeparti,102,944,5,1,844,850,2011-09-16 15:56:03,"Grauballe Forsamlingshus                    Nissetvej 9, Grauballe                    8600 Silkeborg",Grauballe,F905740005.htm,https://www.kmdvalg.dk/fv/2011/F905740005.htm,2011
7,"Venstre, Danmarks Liberale Parti",289,944,5,1,844,850,2011-09-16 15:56:03,"Grauballe Forsamlingshus                    Nissetvej 9, Grauballe                    8600 Silkeborg",Grauballe,F905740005.htm,https://www.kmdvalg.dk/fv/2011/F905740005.htm,2011
8,Enhedslisten - De Rød-Grønne,37,944,5,1,844,850,2011-09-16 15:56:03,"Grauballe Forsamlingshus                    Nissetvej 9, Grauballe                    8600 Silkeborg",Grauballe,F905740005.htm,https://www.kmdvalg.dk/fv/2011/F905740005.htm,2011
9,Rikke Cramer Christiansen,0,944,5,1,844,850,2011-09-16 15:56:03,"Grauballe Forsamlingshus                    Nissetvej 9, Grauballe                    8600 Silkeborg",Grauballe,F905740005.htm,https://www.kmdvalg.dk/fv/2011/F905740005.htm,2011
10,Ejgil Kølbæk,0,944,5,1,844,850,2011-09-16 15:56:03,"Grauballe Forsamlingshus                    Nissetvej 9, Grauballe                    8600 Silkeborg",Grauballe,F905740005.htm,https://www.kmdvalg.dk/fv/2011/F905740005.htm,2011
0,Socialdemokratiet,1134,4391,29,8,3870,3907,2011-09-16 16:03:32,Gødvadhallen                    Arendalsvej 91                    8600 Silkeborg,Gødvad,F905740006.htm,https://www.kmdvalg.dk/fv/2011/F905740006.htm,2011
1,Radikale Venstre,318,4391,29,8,3870,3907,2011-09-16 16:03:32,Gødvadhallen                    Arendalsvej 91                    8600 Silkeborg,Gødvad,F905740006.htm,https://www.kmdvalg.dk/fv/2011/F905740006.htm,2011
2,Det Konservative Folkeparti,189,4391,29,8,3870,3907,2011-09-16 16:03:32,Gødvadhallen                    Arendalsvej 91                    8600 Silkeborg,Gødvad,F905740006.htm,https://www.kmdvalg.dk/fv/2011/F905740006.htm,2011
3,SF - Socialistisk Folkeparti,331,4391,29,8,3870,3907,2011-09-16 16:03:32,Gødvadhallen                    Arendalsvej 91                    8600 Silkeborg,Gødvad,F905740006.htm,https://www.kmdvalg.dk/fv/2011/F905740006.htm,2011
4,Liberal Alliance,247,4391,29,8,3870,3907,2011-09-16 16:03:32,Gødvadhallen                    Arendalsvej 91                    8600 Silkeborg,Gødvad,F905740006.htm,https://www.kmdvalg.dk/fv/2011/F905740006.htm,2011
5,Kristendemokraterne,51,4391,29,8,3870,3907,2011-09-16 16:03:32,Gødvadhallen                    Arendalsvej 91                    8600 Silkeborg,Gødvad,F905740006.htm,https://www.kmdvalg.dk/fv/2011/F905740006.htm,2011
6,Dansk Folkeparti,408,4391,29,8,3870,3907,2011-09-16 16:03:32,Gødvadhallen                    Arendalsvej 91                    8600 Silkeborg,Gødvad,F905740006.htm,https://www.kmdvalg.dk/fv/2011/F905740006.htm,2011
7,"Venstre, Danmarks Liberale Parti",977,4391,29,8,3870,3907,2011-09-16 16:03:32,Gødvadhallen                    Arendalsvej 91                    8600 Silkeborg,Gødvad,F905740006.htm,https://www.kmdvalg.dk/fv/2011/F905740006.htm,2011
8,Enhedslisten - De Rød-Grønne,214,4391,29,8,3870,3907,2011-09-16 16:03:32,Gødvadhallen                    Arendalsvej 91                    8600 Silkeborg,Gødvad,F905740006.htm,https://www.kmdvalg.dk/fv/2011/F905740006.htm,2011
9,Rikke Cramer Christiansen,1,4391,29,8,3870,3907,2011-09-16 16:03:32,Gødvadhallen                    Arendalsvej 91                    8600 Silkeborg,Gødvad,F905740006.htm,https://www.kmdvalg.dk/fv/2011/F905740006.htm,2011
10,Ejgil Kølbæk,0,4391,29,8,3870,3907,2011-09-16 16:03:32,Gødvadhallen                    Arendalsvej 91                    8600 Silkeborg,Gødvad,F905740006.htm,https://www.kmdvalg.dk/fv/2011/F905740006.htm,2011
0,Socialdemokratiet,887,4094,34,10,3602,3646,2011-09-16 15:56:41,Kjellerup Hallen                    Tinghusvej 6                    8620 Kjellerup,Kjellerup,F905740007.htm,https://www.kmdvalg.dk/fv/2011/F905740007.htm,2011
1,Radikale Venstre,249,4094,34,10,3602,3646,2011-09-16 15:56:41,Kjellerup Hallen                    Tinghusvej 6                    8620 Kjellerup,Kjellerup,F905740007.htm,https://www.kmdvalg.dk/fv/2011/F905740007.htm,2011
2,Det Konservative Folkeparti,127,4094,34,10,3602,3646,2011-09-16 15:56:41,Kjellerup Hallen                    Tinghusvej 6                    8620 Kjellerup,Kjellerup,F905740007.htm,https://www.kmdvalg.dk/fv/2011/F905740007.htm,2011
3,SF - Socialistisk Folkeparti,239,4094,34,10,3602,3646,2011-09-16 15:56:41,Kjellerup Hallen                    Tinghusvej 6                    8620 Kjellerup,Kjellerup,F905740007.htm,https://www.kmdvalg.dk/fv/2011/F905740007.htm,2011
4,Liberal Alliance,159,4094,34,10,3602,3646,2011-09-16 15:56:41,Kjellerup Hallen                    Tinghusvej 6                    8620 Kjellerup,Kjellerup,F905740007.htm,https://www.kmdvalg.dk/fv/2011/F905740007.htm,2011
5,Kristendemokraterne,58,4094,34,10,3602,3646,2011-09-16 15:56:41,Kjellerup Hallen                    Tinghusvej 6                    8620 Kjellerup,Kjellerup,F905740007.htm,https://www.kmdvalg.dk/fv/2011/F905740007.htm,2011
6,Dansk Folkeparti,491,4094,34,10,3602,3646,2011-09-16 15:56:41,Kjellerup Hallen                    Tinghusvej 6                    8620 Kjellerup,Kjellerup,F905740007.htm,https://www.kmdvalg.dk/fv/2011/F905740007.htm,2011
7,"Venstre, Danmarks Liberale Parti",1276,4094,34,10,3602,3646,2011-09-16 15:56:41,Kjellerup Hallen                    Tinghusvej 6                    8620 Kjellerup,Kjellerup,F905740007.htm,https://www.kmdvalg.dk/fv/2011/F905740007.htm,2011
8,Enhedslisten - De Rød-Grønne,115,4094,34,10,3602,3646,2011-09-16 15:56:41,Kjellerup Hallen                    Tinghusvej 6                    8620 Kjellerup,Kjellerup,F905740007.htm,https://www.kmdvalg.dk/fv/2011/F905740007.htm,2011
9,Rikke Cramer Christiansen,1,4094,34,10,3602,3646,2011-09-16 15:56:41,Kjellerup Hallen                    Tinghusvej 6                    8620 Kjellerup,Kjellerup,F905740007.htm,https://www.kmdvalg.dk/fv/2011/F905740007.htm,2011
10,Ejgil Kølbæk,0,4094,34,10,3602,3646,2011-09-16 15:56:41,Kjellerup Hallen                    Tinghusvej 6                    8620 Kjellerup,Kjellerup,F905740007.htm,https://www.kmdvalg.dk/fv/2011/F905740007.htm,2011
0,Socialdemokratiet,220,962,5,4,866,875,2011-09-16 15:58:02,"Kragelund Skole, Aulaen                    Frederiksdalvej 9A                    8600 Silkeborg",Kragelund,F905740008.htm,https://www.kmdvalg.dk/fv/2011/F905740008.htm,2011
1,Radikale Venstre,58,962,5,4,866,875,2011-09-16 15:58:02,"Kragelund Skole, Aulaen                    Frederiksdalvej 9A                    8600 Silkeborg",Kragelund,F905740008.htm,https://www.kmdvalg.dk/fv/2011/F905740008.htm,2011
2,Det Konservative Folkeparti,25,962,5,4,866,875,2011-09-16 15:58:02,"Kragelund Skole, Aulaen                    Frederiksdalvej 9A                    8600 Silkeborg",Kragelund,F905740008.htm,https://www.kmdvalg.dk/fv/2011/F905740008.htm,2011
3,SF - Socialistisk Folkeparti,57,962,5,4,866,875,2011-09-16 15:58:02,"Kragelund Skole, Aulaen                    Frederiksdalvej 9A                    8600 Silkeborg",Kragelund,F905740008.htm,https://www.kmdvalg.dk/fv/2011/F905740008.htm,2011
4,Liberal Alliance,48,962,5,4,866,875,2011-09-16 15:58:02,"Kragelund Skole, Aulaen                    Frederiksdalvej 9A                    8600 Silkeborg",Kragelund,F905740008.htm,https://www.kmdvalg.dk/fv/2011/F905740008.htm,2011
5,Kristendemokraterne,11,962,5,4,866,875,2011-09-16 15:58:02,"Kragelund Skole, Aulaen                    Frederiksdalvej 9A                    8600 Silkeborg",Kragelund,F905740008.htm,https://www.kmdvalg.dk/fv/2011/F905740008.htm,2011
6,Dansk Folkeparti,115,962,5,4,866,875,2011-09-16 15:58:02,"Kragelund Skole, Aulaen                    Frederiksdalvej 9A                    8600 Silkeborg",Kragelund,F905740008.htm,https://www.kmdvalg.dk/fv/2011/F905740008.htm,2011
7,"Venstre, Danmarks Liberale Parti",289,962,5,4,866,875,2011-09-16 15:58:02,"Kragelund Skole, Aulaen                    Frederiksdalvej 9A                    8600 Silkeborg",Kragelund,F905740008.htm,https://www.kmdvalg.dk/fv/2011/F905740008.htm,2011
8,Enhedslisten - De Rød-Grønne,43,962,5,4,866,875,2011-09-16 15:58:02,"Kragelund Skole, Aulaen                    Frederiksdalvej 9A                    8600 Silkeborg",Kragelund,F905740008.htm,https://www.kmdvalg.dk/fv/2011/F905740008.htm,2011
9,Rikke Cramer Christiansen,0,962,5,4,866,875,2011-09-16 15:58:02,"Kragelund Skole, Aulaen                    Frederiksdalvej 9A                    8600 Silkeborg",Kragelund,F905740008.htm,https://www.kmdvalg.dk/fv/2011/F905740008.htm,2011
10,Ejgil Kølbæk,0,962,5,4,866,875,2011-09-16 15:58:02,"Kragelund Skole, Aulaen                    Frederiksdalvej 9A                    8600 Silkeborg",Kragelund,F905740008.htm,https://www.kmdvalg.dk/fv/2011/F905740008.htm,2011
0,Socialdemokratiet,170,1005,5,6,882,893,2011-09-16 15:58:25,Lemming Forsamlingshus                    Lemming Skolevej 10B                    8632 Lemming,Lemming,F905740009.htm,https://www.kmdvalg.dk/fv/2011/F905740009.htm,2011
1,Radikale Venstre,64,1005,5,6,882,893,2011-09-16 15:58:25,Lemming Forsamlingshus                    Lemming Skolevej 10B                    8632 Lemming,Lemming,F905740009.htm,https://www.kmdvalg.dk/fv/2011/F905740009.htm,2011
2,Det Konservative Folkeparti,32,1005,5,6,882,893,2011-09-16 15:58:25,Lemming Forsamlingshus                    Lemming Skolevej 10B                    8632 Lemming,Lemming,F905740009.htm,https://www.kmdvalg.dk/fv/2011/F905740009.htm,2011
3,SF - Socialistisk Folkeparti,91,1005,5,6,882,893,2011-09-16 15:58:25,Lemming Forsamlingshus                    Lemming Skolevej 10B                    8632 Lemming,Lemming,F905740009.htm,https://www.kmdvalg.dk/fv/2011/F905740009.htm,2011
4,Liberal Alliance,47,1005,5,6,882,893,2011-09-16 15:58:25,Lemming Forsamlingshus                    Lemming Skolevej 10B                    8632 Lemming,Lemming,F905740009.htm,https://www.kmdvalg.dk/fv/2011/F905740009.htm,2011
5,Kristendemokraterne,15,1005,5,6,882,893,2011-09-16 15:58:25,Lemming Forsamlingshus                    Lemming Skolevej 10B                    8632 Lemming,Lemming,F905740009.htm,https://www.kmdvalg.dk/fv/2011/F905740009.htm,2011
6,Dansk Folkeparti,128,1005,5,6,882,893,2011-09-16 15:58:25,Lemming Forsamlingshus                    Lemming Skolevej 10B                    8632 Lemming,Lemming,F905740009.htm,https://www.kmdvalg.dk/fv/2011/F905740009.htm,2011
7,"Venstre, Danmarks Liberale Parti",298,1005,5,6,882,893,2011-09-16 15:58:25,Lemming Forsamlingshus                    Lemming Skolevej 10B                    8632 Lemming,Lemming,F905740009.htm,https://www.kmdvalg.dk/fv/2011/F905740009.htm,2011
8,Enhedslisten - De Rød-Grønne,37,1005,5,6,882,893,2011-09-16 15:58:25,Lemming Forsamlingshus                    Lemming Skolevej 10B                    8632 Lemming,Lemming,F905740009.htm,https://www.kmdvalg.dk/fv/2011/F905740009.htm,2011
9,Rikke Cramer Christiansen,0,1005,5,6,882,893,2011-09-16 15:58:25,Lemming Forsamlingshus                    Lemming Skolevej 10B                    8632 Lemming,Lemming,F905740009.htm,https://www.kmdvalg.dk/fv/2011/F905740009.htm,2011
10,Ejgil Kølbæk,0,1005,5,6,882,893,2011-09-16 15:58:25,Lemming Forsamlingshus                    Lemming Skolevej 10B                    8632 Lemming,Lemming,F905740009.htm,https://www.kmdvalg.dk/fv/2011/F905740009.htm,2011
0,Socialdemokratiet,226,1126,3,2,1027,1032,2011-09-16 17:10:04,Linå Forsamlingshus                    Liny Bygade 5                    8600 Silkeborg,Linå,F905740010.htm,https://www.kmdvalg.dk/fv/2011/F905740010.htm,2011
1,Radikale Venstre,95,1126,3,2,1027,1032,2011-09-16 17:10:04,Linå Forsamlingshus                    Liny Bygade 5                    8600 Silkeborg,Linå,F905740010.htm,https://www.kmdvalg.dk/fv/2011/F905740010.htm,2011
2,Det Konservative Folkeparti,42,1126,3,2,1027,1032,2011-09-16 17:10:04,Linå Forsamlingshus                    Liny Bygade 5                    8600 Silkeborg,Linå,F905740010.htm,https://www.kmdvalg.dk/fv/2011/F905740010.htm,2011
3,SF - Socialistisk Folkeparti,103,1126,3,2,1027,1032,2011-09-16 17:10:04,Linå Forsamlingshus                    Liny Bygade 5                    8600 Silkeborg,Linå,F905740010.htm,https://www.kmdvalg.dk/fv/2011/F905740010.htm,2011
4,Liberal Alliance,65,1126,3,2,1027,1032,2011-09-16 17:10:04,Linå Forsamlingshus                    Liny Bygade 5                    8600 Silkeborg,Linå,F905740010.htm,https://www.kmdvalg.dk/fv/2011/F905740010.htm,2011
5,Kristendemokraterne,9,1126,3,2,1027,1032,2011-09-16 17:10:04,Linå Forsamlingshus                    Liny Bygade 5                    8600 Silkeborg,Linå,F905740010.htm,https://www.kmdvalg.dk/fv/2011/F905740010.htm,2011
6,Dansk Folkeparti,127,1126,3,2,1027,1032,2011-09-16 17:10:04,Linå Forsamlingshus                    Liny Bygade 5                    8600 Silkeborg,Linå,F905740010.htm,https://www.kmdvalg.dk/fv/2011/F905740010.htm,2011
7,"Venstre, Danmarks Liberale Parti",280,1126,3,2,1027,1032,2011-09-16 17:10:04,Linå Forsamlingshus                    Liny Bygade 5                    8600 Silkeborg,Linå,F905740010.htm,https://www.kmdvalg.dk/fv/2011/F905740010.htm,2011
8,Enhedslisten - De Rød-Grønne,78,1126,3,2,1027,1032,2011-09-16 17:10:04,Linå Forsamlingshus                    Liny Bygade 5                    8600 Silkeborg,Linå,F905740010.htm,https://www.kmdvalg.dk/fv/2011/F905740010.htm,2011
9,Rikke Cramer Christiansen,1,1126,3,2,1027,1032,2011-09-16 17:10:04,Linå Forsamlingshus                    Liny Bygade 5                    8600 Silkeborg,Linå,F905740010.htm,https://www.kmdvalg.dk/fv/2011/F905740010.htm,2011
10,Ejgil Kølbæk,1,1126,3,2,1027,1032,2011-09-16 17:10:04,Linå Forsamlingshus                    Liny Bygade 5                    8600 Silkeborg,Linå,F905740010.htm,https://www.kmdvalg.dk/fv/2011/F905740010.htm,2011
0,Socialdemokratiet,376,1382,5,5,1243,1253,2011-09-16 15:58:56,Resenbrohallen                    Skellerupvej 16                    8600 Silkeborg,Resenbro,F905740011.htm,https://www.kmdvalg.dk/fv/2011/F905740011.htm,2011
1,Radikale Venstre,121,1382,5,5,1243,1253,2011-09-16 15:58:56,Resenbrohallen                    Skellerupvej 16                    8600 Silkeborg,Resenbro,F905740011.htm,https://www.kmdvalg.dk/fv/2011/F905740011.htm,2011
2,Det Konservative Folkeparti,49,1382,5,5,1243,1253,2011-09-16 15:58:56,Resenbrohallen                    Skellerupvej 16                    8600 Silkeborg,Resenbro,F905740011.htm,https://www.kmdvalg.dk/fv/2011/F905740011.htm,2011
3,SF - Socialistisk Folkeparti,97,1382,5,5,1243,1253,2011-09-16 15:58:56,Resenbrohallen                    Skellerupvej 16                    8600 Silkeborg,Resenbro,F905740011.htm,https://www.kmdvalg.dk/fv/2011/F905740011.htm,2011
4,Liberal Alliance,52,1382,5,5,1243,1253,2011-09-16 15:58:56,Resenbrohallen                    Skellerupvej 16                    8600 Silkeborg,Resenbro,F905740011.htm,https://www.kmdvalg.dk/fv/2011/F905740011.htm,2011
5,Kristendemokraterne,15,1382,5,5,1243,1253,2011-09-16 15:58:56,Resenbrohallen                    Skellerupvej 16                    8600 Silkeborg,Resenbro,F905740011.htm,https://www.kmdvalg.dk/fv/2011/F905740011.htm,2011
6,Dansk Folkeparti,146,1382,5,5,1243,1253,2011-09-16 15:58:56,Resenbrohallen                    Skellerupvej 16                    8600 Silkeborg,Resenbro,F905740011.htm,https://www.kmdvalg.dk/fv/2011/F905740011.htm,2011
7,"Venstre, Danmarks Liberale Parti",345,1382,5,5,1243,1253,2011-09-16 15:58:56,Resenbrohallen                    Skellerupvej 16                    8600 Silkeborg,Resenbro,F905740011.htm,https://www.kmdvalg.dk/fv/2011/F905740011.htm,2011
8,Enhedslisten - De Rød-Grønne,41,1382,5,5,1243,1253,2011-09-16 15:58:56,Resenbrohallen                    Skellerupvej 16                    8600 Silkeborg,Resenbro,F905740011.htm,https://www.kmdvalg.dk/fv/2011/F905740011.htm,2011
9,Rikke Cramer Christiansen,1,1382,5,5,1243,1253,2011-09-16 15:58:56,Resenbrohallen                    Skellerupvej 16                    8600 Silkeborg,Resenbro,F905740011.htm,https://www.kmdvalg.dk/fv/2011/F905740011.htm,2011
10,Ejgil Kølbæk,0,1382,5,5,1243,1253,2011-09-16 15:58:56,Resenbrohallen                    Skellerupvej 16                    8600 Silkeborg,Resenbro,F905740011.htm,https://www.kmdvalg.dk/fv/2011/F905740011.htm,2011
0,Socialdemokratiet,136,711,4,0,649,653,2011-09-16 15:59:10,Sejling Forsamlingshus                    Ebstrupvej 6                    8600 Silkeborg,Sejling,F905740012.htm,https://www.kmdvalg.dk/fv/2011/F905740012.htm,2011
1,Radikale Venstre,60,711,4,0,649,653,2011-09-16 15:59:10,Sejling Forsamlingshus                    Ebstrupvej 6                    8600 Silkeborg,Sejling,F905740012.htm,https://www.kmdvalg.dk/fv/2011/F905740012.htm,2011
2,Det Konservative Folkeparti,19,711,4,0,649,653,2011-09-16 15:59:10,Sejling Forsamlingshus                    Ebstrupvej 6                    8600 Silkeborg,Sejling,F905740012.htm,https://www.kmdvalg.dk/fv/2011/F905740012.htm,2011
3,SF - Socialistisk Folkeparti,52,711,4,0,649,653,2011-09-16 15:59:10,Sejling Forsamlingshus                    Ebstrupvej 6                    8600 Silkeborg,Sejling,F905740012.htm,https://www.kmdvalg.dk/fv/2011/F905740012.htm,2011
4,Liberal Alliance,59,711,4,0,649,653,2011-09-16 15:59:10,Sejling Forsamlingshus                    Ebstrupvej 6                    8600 Silkeborg,Sejling,F905740012.htm,https://www.kmdvalg.dk/fv/2011/F905740012.htm,2011
5,Kristendemokraterne,16,711,4,0,649,653,2011-09-16 15:59:10,Sejling Forsamlingshus                    Ebstrupvej 6                    8600 Silkeborg,Sejling,F905740012.htm,https://www.kmdvalg.dk/fv/2011/F905740012.htm,2011
6,Dansk Folkeparti,62,711,4,0,649,653,2011-09-16 15:59:10,Sejling Forsamlingshus                    Ebstrupvej 6                    8600 Silkeborg,Sejling,F905740012.htm,https://www.kmdvalg.dk/fv/2011/F905740012.htm,2011
7,"Venstre, Danmarks Liberale Parti",210,711,4,0,649,653,2011-09-16 15:59:10,Sejling Forsamlingshus                    Ebstrupvej 6                    8600 Silkeborg,Sejling,F905740012.htm,https://www.kmdvalg.dk/fv/2011/F905740012.htm,2011
8,Enhedslisten - De Rød-Grønne,35,711,4,0,649,653,2011-09-16 15:59:10,Sejling Forsamlingshus                    Ebstrupvej 6                    8600 Silkeborg,Sejling,F905740012.htm,https://www.kmdvalg.dk/fv/2011/F905740012.htm,2011
9,Rikke Cramer Christiansen,0,711,4,0,649,653,2011-09-16 15:59:10,Sejling Forsamlingshus                    Ebstrupvej 6                    8600 Silkeborg,Sejling,F905740012.htm,https://www.kmdvalg.dk/fv/2011/F905740012.htm,2011
10,Ejgil Kølbæk,0,711,4,0,649,653,2011-09-16 15:59:10,Sejling Forsamlingshus                    Ebstrupvej 6                    8600 Silkeborg,Sejling,F905740012.htm,https://www.kmdvalg.dk/fv/2011/F905740012.htm,2011
0,Socialdemokratiet,574,2964,20,5,2746,2771,2011-09-16 17:10:04,Multihuset                    Julsøvej 126                    8600 Silkeborg,Sejs,F905740013.htm,https://www.kmdvalg.dk/fv/2011/F905740013.htm,2011
1,Radikale Venstre,311,2964,20,5,2746,2771,2011-09-16 17:10:04,Multihuset                    Julsøvej 126                    8600 Silkeborg,Sejs,F905740013.htm,https://www.kmdvalg.dk/fv/2011/F905740013.htm,2011
2,Det Konservative Folkeparti,191,2964,20,5,2746,2771,2011-09-16 17:10:04,Multihuset                    Julsøvej 126                    8600 Silkeborg,Sejs,F905740013.htm,https://www.kmdvalg.dk/fv/2011/F905740013.htm,2011
3,SF - Socialistisk Folkeparti,248,2964,20,5,2746,2771,2011-09-16 17:10:04,Multihuset                    Julsøvej 126                    8600 Silkeborg,Sejs,F905740013.htm,https://www.kmdvalg.dk/fv/2011/F905740013.htm,2011
4,Liberal Alliance,189,2964,20,5,2746,2771,2011-09-16 17:10:04,Multihuset                    Julsøvej 126                    8600 Silkeborg,Sejs,F905740013.htm,https://www.kmdvalg.dk/fv/2011/F905740013.htm,2011
5,Kristendemokraterne,11,2964,20,5,2746,2771,2011-09-16 17:10:04,Multihuset                    Julsøvej 126                    8600 Silkeborg,Sejs,F905740013.htm,https://www.kmdvalg.dk/fv/2011/F905740013.htm,2011
6,Dansk Folkeparti,276,2964,20,5,2746,2771,2011-09-16 17:10:04,Multihuset                    Julsøvej 126                    8600 Silkeborg,Sejs,F905740013.htm,https://www.kmdvalg.dk/fv/2011/F905740013.htm,2011
7,"Venstre, Danmarks Liberale Parti",854,2964,20,5,2746,2771,2011-09-16 17:10:04,Multihuset                    Julsøvej 126                    8600 Silkeborg,Sejs,F905740013.htm,https://www.kmdvalg.dk/fv/2011/F905740013.htm,2011
8,Enhedslisten - De Rød-Grønne,92,2964,20,5,2746,2771,2011-09-16 17:10:04,Multihuset                    Julsøvej 126                    8600 Silkeborg,Sejs,F905740013.htm,https://www.kmdvalg.dk/fv/2011/F905740013.htm,2011
9,Rikke Cramer Christiansen,0,2964,20,5,2746,2771,2011-09-16 17:10:04,Multihuset                    Julsøvej 126                    8600 Silkeborg,Sejs,F905740013.htm,https://www.kmdvalg.dk/fv/2011/F905740013.htm,2011
10,Ejgil Kølbæk,0,2964,20,5,2746,2771,2011-09-16 17:10:04,Multihuset                    Julsøvej 126                    8600 Silkeborg,Sejs,F905740013.htm,https://www.kmdvalg.dk/fv/2011/F905740013.htm,2011
0,Socialdemokratiet,185,817,7,0,727,734,2011-09-16 16:00:12,Sjørslev Sognegård                    Sognegårdsvej 41                    8620 Kjellerup,Sjørslev,F905740014.htm,https://www.kmdvalg.dk/fv/2011/F905740014.htm,2011
1,Radikale Venstre,47,817,7,0,727,734,2011-09-16 16:00:12,Sjørslev Sognegård                    Sognegårdsvej 41                    8620 Kjellerup,Sjørslev,F905740014.htm,https://www.kmdvalg.dk/fv/2011/F905740014.htm,2011
2,Det Konservative Folkeparti,19,817,7,0,727,734,2011-09-16 16:00:12,Sjørslev Sognegård                    Sognegårdsvej 41                    8620 Kjellerup,Sjørslev,F905740014.htm,https://www.kmdvalg.dk/fv/2011/F905740014.htm,2011
3,SF - Socialistisk Folkeparti,47,817,7,0,727,734,2011-09-16 16:00:12,Sjørslev Sognegård                    Sognegårdsvej 41                    8620 Kjellerup,Sjørslev,F905740014.htm,https://www.kmdvalg.dk/fv/2011/F905740014.htm,2011
4,Liberal Alliance,35,817,7,0,727,734,2011-09-16 16:00:12,Sjørslev Sognegård                    Sognegårdsvej 41                    8620 Kjellerup,Sjørslev,F905740014.htm,https://www.kmdvalg.dk/fv/2011/F905740014.htm,2011
5,Kristendemokraterne,6,817,7,0,727,734,2011-09-16 16:00:12,Sjørslev Sognegård                    Sognegårdsvej 41                    8620 Kjellerup,Sjørslev,F905740014.htm,https://www.kmdvalg.dk/fv/2011/F905740014.htm,2011
6,Dansk Folkeparti,90,817,7,0,727,734,2011-09-16 16:00:12,Sjørslev Sognegård                    Sognegårdsvej 41                    8620 Kjellerup,Sjørslev,F905740014.htm,https://www.kmdvalg.dk/fv/2011/F905740014.htm,2011
7,"Venstre, Danmarks Liberale Parti",270,817,7,0,727,734,2011-09-16 16:00:12,Sjørslev Sognegård                    Sognegårdsvej 41                    8620 Kjellerup,Sjørslev,F905740014.htm,https://www.kmdvalg.dk/fv/2011/F905740014.htm,2011
8,Enhedslisten - De Rød-Grønne,26,817,7,0,727,734,2011-09-16 16:00:12,Sjørslev Sognegård                    Sognegårdsvej 41                    8620 Kjellerup,Sjørslev,F905740014.htm,https://www.kmdvalg.dk/fv/2011/F905740014.htm,2011
9,Rikke Cramer Christiansen,2,817,7,0,727,734,2011-09-16 16:00:12,Sjørslev Sognegård                    Sognegårdsvej 41                    8620 Kjellerup,Sjørslev,F905740014.htm,https://www.kmdvalg.dk/fv/2011/F905740014.htm,2011
10,Ejgil Kølbæk,0,817,7,0,727,734,2011-09-16 16:00:12,Sjørslev Sognegård                    Sognegårdsvej 41                    8620 Kjellerup,Sjørslev,F905740014.htm,https://www.kmdvalg.dk/fv/2011/F905740014.htm,2011
0,Socialdemokratiet,255,1230,6,5,1111,1122,2011-09-16 16:00:38,Sorring Forsamlingshus                    Hovedgaden 21                    8641 Sorring,Sorring,F905740015.htm,https://www.kmdvalg.dk/fv/2011/F905740015.htm,2011
1,Radikale Venstre,109,1230,6,5,1111,1122,2011-09-16 16:00:38,Sorring Forsamlingshus                    Hovedgaden 21                    8641 Sorring,Sorring,F905740015.htm,https://www.kmdvalg.dk/fv/2011/F905740015.htm,2011
2,Det Konservative Folkeparti,45,1230,6,5,1111,1122,2011-09-16 16:00:38,Sorring Forsamlingshus                    Hovedgaden 21                    8641 Sorring,Sorring,F905740015.htm,https://www.kmdvalg.dk/fv/2011/F905740015.htm,2011
3,SF - Socialistisk Folkeparti,105,1230,6,5,1111,1122,2011-09-16 16:00:38,Sorring Forsamlingshus                    Hovedgaden 21                    8641 Sorring,Sorring,F905740015.htm,https://www.kmdvalg.dk/fv/2011/F905740015.htm,2011
4,Liberal Alliance,68,1230,6,5,1111,1122,2011-09-16 16:00:38,Sorring Forsamlingshus                    Hovedgaden 21                    8641 Sorring,Sorring,F905740015.htm,https://www.kmdvalg.dk/fv/2011/F905740015.htm,2011
5,Kristendemokraterne,16,1230,6,5,1111,1122,2011-09-16 16:00:38,Sorring Forsamlingshus                    Hovedgaden 21                    8641 Sorring,Sorring,F905740015.htm,https://www.kmdvalg.dk/fv/2011/F905740015.htm,2011
6,Dansk Folkeparti,116,1230,6,5,1111,1122,2011-09-16 16:00:38,Sorring Forsamlingshus                    Hovedgaden 21                    8641 Sorring,Sorring,F905740015.htm,https://www.kmdvalg.dk/fv/2011/F905740015.htm,2011
7,"Venstre, Danmarks Liberale Parti",326,1230,6,5,1111,1122,2011-09-16 16:00:38,Sorring Forsamlingshus                    Hovedgaden 21                    8641 Sorring,Sorring,F905740015.htm,https://www.kmdvalg.dk/fv/2011/F905740015.htm,2011
